COLEGIO_NAME,DONE
IES LAS VEREDILLAS,0
IES LEON FELIPE,0
IES LUIS DE GONGORA,0
IES PALAS ATENEA,0
IES VALLE INCLAN,0
IES VICTORIA KENT,0
EOEP GENERAL EQUIPO GENERAL,0
CP INF-PRI NUESTRA SEÑORA DEL,0
CEPA TORRES DE LA ALAMEDA,0
IES SENDA GALIANA,0
CP INF-PRI C.R.A. LOS OLIVOS,0
VALDARACETE,0
CP INF-PRI ANGEL CASTRO,0
CP INF-PRI-SEC MIGUEL DE CERVANTES,0
CP INF-PRI FRANCISCO TOMAS Y VALIENTE,0
CP INF-PRI VALDEMERA,0
IES ANA MARIA MATUTE,0
CP INF-PRI CONCEPCION GARCIA ROBLES,0
CP INF-PRI GREGORIO CANELLA,0
CP INF-PRI PEÑAS ALBAS,0
CP INF-PRI SALVADOR DALI,0
IES DON PELAYO,0
CP INF-PRI NUESTRA SEÑORA DE LA,0
CEPA VILLAREJO DE SALVANES,0
IES NUESTRA SEÑORA DE LA VICTORIA DE,0
IES VILLAREJO DE SALVANÉS,0
EOEP GENERAL EQUIPO GENERAL,0
CP INF-PRI RAMON LINACERO,0
CP INF-PRI ANTONIO MACHADO,0
CP INF-PRI BACHILLER ALONSO LOPEZ,0
CP INF-PRI CASTILLA,0
CP INF-PRI DAOIZ Y VELARDE,0
CP INF-PRI EMILIO CASADO,0
CP INF-PRI FEDERICO GARCIA LORCA,0
CP INF-PRI GABRIEL Y GALAN,0
CP INF-PRI LUIS BUÑUEL,0
CP INF-PRI MIGUEL HERNANDEZ,0
CP INF-PRI MIRAFLORES,0
CP INF-PRI PARQUE DE CATALUÑA,0
CP INF-PRI PROFESOR TIERNO GALVAN,0
CP INF-PRI SEIS DE DICIEMBRE,0
CP INF-PRI VALDEPALITOS,0
IES AGORA,0
IES ALDEBARAN,0
IES FRANCISCO GINER DE LOS RIOS,0
IES SEVERO OCHOA,0
IES VIRGEN DE LA PAZ,0
EOEP GENERAL EQUIPO GENERAL,0
CP INF-PRI JONATHAN GALEA,0
CP INF-PRI OBISPO MOSCOSO,0
CP INF-PRI PADRE JERONIMO,0
CP INF-PRI PEDRO MUÑOZ SECA,0
CP INF-PRI VALDERREY,0
CP INF-PRI VIRGEN DE VALDERRABE,0
IES AL-SATT,0
IES GUSTAVO ADOLFO BECQUER,0
CP INF-PRI-SEC SANTO DOMINGO,0
CEPA BUITRAGO DE LOZOYA,0
CP INF-PRI-SEC PEÑALTA,0
CP INF-PRI MONTELINDO,0
CP INF-PRI C.R.A. DE CABANILLAS DE LA,0
CP INF-PRI PICO DE LA MIEL,0
IES DE LA CABRERA,0
EOEP ATEN-TEMPR EQUIPO ATENCION,0
EOEP GENERAL EQUIPO GENERAL LA,0
CP INF-PRI-SEC VILLA DE COBEÑA,0
EEI LOS ARCOS,0
CP INF-PRI ANGEL LEON,0
CP INF-PRI ANTONIO MACHADO,0
CP INF-PRI FEDERICO GARCIA LORCA,0
CP INF-PRI FUENTESANTA,0
CP INF-PRI HEROES DEL 2 DE MAYO,0
CP INF-PRI SAN ANDRES,0
CP INF-PRI SOLEDAD SAINZ,0
CP INF-PRI TIRSO DE MOLINA,0
CP INF-PRI VIRGEN DE LOS REMEDIOS,0
CP EE MIGUEL HERNANDEZ,0
CEPA COLMENAR VIEJO,0
IES ANGEL CORELLA,0
IES MARQUES DE SANTILLANA,0
IES ROSA CHACEL,0
EOEP GENERAL EQUIPO GENERAL,0
CP INF-PRI-SEC MARTINA GARCIA,0
CP INF-PRI ALEJANDRO RUBIO,0
IES LUIS GARCIA BERLANGA,0
CP INF-PRI C.R.A. DE LOZOYA,0
CP INF-PRI C.R.A. DE LOZOYUELA,0
CP INF-PRI VIRGEN DE LA PEÑA SACRA,0
CP INF-PRI-SEC VICENTE ALEIXANDRE,0
CP INF-PRI ARCO DE LA SIERRA,0
CP INF-PRI NUESTRA SEÑORA DEL,0
CEPA ATALAYAS,0
IES CORTES DE CADIZ,0
CP INF-PRI C.R.A. EL JARAMA,0
CP INF-PRI SAN MIGUEL,0
CP INF-PRI SANTA ANA,0
CP INF-PRI ENRIQUE DE MESA,0
CP INF-PRI INFANTA LEONOR,0
CP INF-PRI VIRGEN DE NAVALAZARZA,0
IES SAN AGUSTIN DE GUADALIX,0
EEI LA COMBA,0
CP INF-PRI ANTONIO BUERO VALLEJO,0
CP INF-PRI ANTONIO MACHADO,0
CP INF-PRI ENRIQUE TIERNO GALVAN,0
CP INF-PRI FRANCISCO CARRILLO,0
CP INF-PRI FUENTE SANTA,0
CP INF-PRI INFANTAS ELENA Y CRISTINA,0
CP INF-PRI LEON FELIPE,0
CP INF-PRI MIGUEL DELIBES,0
CP INF-PRI NUESTRA SEÑORA DE,0
CP INF-PRI PRINCIPE FELIPE,0
CP INF-PRI SAN SEBASTIAN,0
CP INF-PRI SILVIO ABAD,0
CP INF-PRI TEMPRANALES,0
CP INF-PRI TERESA DE CALCUTA,0
CP INF-PRI V CENTENARIO,0
CP EE VICENTE FERRER,0
CEPA SAN SEBASTIAN DE LOS REYES,0
IES ATENEA,0
IES GONZALO TORRENTE BALLESTER,0
IES JOAN MIRO,0
IES JUAN DE MAIRENA,0
IES JULIO PALACIOS,0
EOEP ATEN-TEMPR EQUIPO ATENCION,0
EOEP GENERAL EQUIPO GENERAL SAN,0
CP INF-PRI CHOZAS DE LA SIERRA,0
CP INF-PRI VIRGEN DEL ROSARIO,0
CEPA.EP YUCATAN,0
IES SIERRA DE GUADARRAMA,0
CP INF-PRI-SEC SANSUEÑA,0
CP INF-PRI CARDENAL CISNEROS,0
CEPA SIERRA NORTE,0
IES ALTO JARAMA,0
EEI LA FORESTA,0
CP INF-PRI ALDEBARAN,0
CP INF-PRI ANTONIO OSUNA,0
CP INF-PRI CARMEN HERNANDEZ GUARCH,0
CP INF-PRI CARMEN IGLESIAS,0
CP INF-PRI CIUDAD DE COLUMBIA,0
CP INF-PRI CIUDAD DE NEJAPA,0
CP INF-PRI GABRIEL GARCIA MARQUEZ,0
CP INF-PRI MIGUEL DE CERVANTES,0
CP INF-PRI TIERNO GALVAN,0
IES JORGE MANRIQUE,0
IES JOSE LUIS SAMPEDRO,0
IES PINTOR ANTONIO LOPEZ,0
EOEP ATEN-TEMPR EQUIPO ATENCION,0
CP INF-PRI-SEC JESUS ARAMBURU,0
CP INF-PRI EL VELLON,0
CP INF-PRI-SEC PUERTA DE LA SIERRA,0
CP INF-PRI CLARA CAMPOAMOR,0
CP INF-PRI EL PERALEJO,0
CP INF-PRI LOS NEGRALES,0
CP INF-PRI SANTA QUITERIA,0
IES ALPEDRETE,0
CP INF-PRI-SEC JUAN RAMON JIMENEZ,0
CP INF-PRI AGORA,0
CP INF-PRI FEDERICO GARCIA LORCA,0
CP INF-PRI JOSE BERGAMIN GUTIERREZ,0
CP INF-PRI TERESA BERGANZA,0
IES ARQUITECTO VENTURA RODRIGUEZ,0
IES PROFESOR MAXIMO TRUEBA,0
CP INF-PRI-SEC PRINCIPE DON FELIPE,0
CP INF-PRI-SEC SAN SEBASTIAN,0
CP INF-PRI MARIA DE MAEZTU,0
CP INF-PRI VIA ROMANA,0
IES LA DEHESILLA,0
CP INF-PRI ANTONIO MACHADO,0
CP INF-PRI CANTOS ALTOS,0
CP INF-PRI CAÑADA REAL,0
CP INF-PRI DANIEL VAZQUEZ DIAZ,0
CP INF-PRI EL ENEBRAL,0
CP INF-PRI MARIANO BENLLIURE,0
CP INF-PRI MIGUEL DE CERVANTES,0
CP INF-PRI MIGUEL DELIBES,0
CP INF-PRI PROFESOR DON ENRIQUE,0
CP INF-PRI ROSA CHACEL,0
CP EE PEÑALARA,0
CEPA EL PONTON,0
IES JAIME FERRAN,0
IES LAS CANTERAS,0
IES LAZARO CARDENAS,0
IES MARIA GUERRERO,0
EOEP GENERAL EQUIPO GENERAL,0
CP INF-PRI VIRGEN DE LA PAZ,0
CEPA SIERRA DE GUADARRAMA,0
IES GONZALO ANES,0
CP INF-PRI LAS VEREDAS,0
CP INF-PRI SEIS DE DICIEMBRE,0
IES GREGORIO PECES-BARBA,0
EEI PADRE GERARDO GIL,0
CP PRI FELIPE II,0
IES EL ESCORIAL,0
CP INF-PRI SAN BARTOLOME,0
CP INF-PRI CARLOS RUIZ,0
CP INF-PRI JACINTO BENAVENTE,0
CP INF-PRI LA NAVATA,0
CP INF-PRI SAN GREGORIO,0
CEPA LA OREJA VERDE,0
IES CAÑADA REAL,0
IES INFANTA ELENA,0
CP INF-PRI SIERRA DE GUADARRAMA,0
CP INF-PRI VILLA DE GUADARRAMA,0
CET GUADARRAMA,0
IES DE GUADARRAMA,0
EOEP GENERAL EQUIPO GENERAL DE,0
CP INF-PRI VIRGEN DE LA ENCINA,0
IES FRANCISCO AYALA,0
CP INF-PRI ANTONIO MACHADO,0
CP INF-PRI BENITO PEREZ GALDOS,0
CP INF-PRI EL TEJAR,0
CP INF-PRI FEDERICO GARCIA LORCA,0
CP INF-PRI FRANCISCO DE QUEVEDO,0
CP INF-PRI ROSALIA DE CASTRO,0
CP INF-PRI SAN PIO X,0
CP INF-PRI SANTA CATALINA,0
CEPA MARIO VARGAS LLOSA,0
A. HOSP. HOSPITAL PUERTA DE HIERRO,0
IES CARLOS BOUSOÑO,0
IES JOSE SARAMAGO,0
IES LEONARDO DA VINCI,0
IES MARGARITA SALAS,0
IES MARIA DE ZAYAS Y SOTOMAYOR,0
CP INF-PRI JOSEFINA CARABIAS,0
CP INF-PRI DIVINO MAESTRO,0
CP INF-PRI EL RASO,0
CP INF-PRI SAN MIGUEL ARCANGEL,0
IES CARMEN MARTÍN GAITE,0
CP INF-PRI PRINCIPE DE ASTURIAS,0
CP INF-PRI SAN MIGUEL,0
EEI LOS ALAMOS,0
CP INF-PRI ASUNCION DE NUESTRA,0
CP INF-PRI DIVINO MAESTRO,0
CP INF-PRI INFANTA ELENA,0
CP INF-PRI LAS ACACIAS,0
CP INF-PRI PINAR PRADOS DE TORREJON,0
CP INF-PRI SAN JOSE OBRERO,0
CEPA POZUELO DE ALARCON,0
IES CAMILO JOSE CELA,0
IES GERARDO DIEGO,0
IES SAN JUAN DE LA CRUZ,0
CP INF-PRI-SEC LOS ANGELES,0
CP INF-PRI-SEC PRINCIPES DE ASTURIAS,0
EOEP ATEN-TEMPR EQUIPO ATENCION,0
EOEP GENERAL EQUIPO GENERAL,0
CP INF-PRI PRINCIPES DE ASTURIAS,0
CP INF-PRI NUESTRA SEÑORA DE,0
IES SABINO FERNANDEZ CAMPO,0
CP INF-PRI FERNANDO DE LOS RIOS,0
CP INF-PRI LA ENCINA,0
CP INF-PRI LOS JARALES-MONTERROZAS,0
CP INF-PRI LOS OLIVOS,0
CP INF-PRI MARIO VARGAS LLOSA,0
CP INF-PRI SAN JOSE,0
CP INF-PRI SAN MIGUEL,0
CP INF-PRI SIGLO XXI,0
CP INF-PRI VICENTE ALEIXANDRE,0
CP EE MONTE ABANTOS,0
CEPA LAS ROZAS,0
IES CARMEN CONDE,0
IES EL BURGO-IGNACIO ECHEVERRÍA,0
IES FEDERICO GARCIA LORCA,0
IES JOSE GARCIA NIETO,0
IES LAS ROZAS I,0
CP INF-PRI-SEC EL CANTIZAL,0
EOEP GENERAL EQUIPO GENERAL DE LAS,0
EEI MONTE ABANTOS,0
CP INF-PRI ANTONIORROBLES,0
CP INF-PRI SAN LORENZO,0
CEPA PEDRO MARTINEZ GAVITO,0
IES JUAN DE HERRERA,0
EOEP GENERAL EQUIPO GENERAL,0
EEI EL TOMILLAR,0
CP INF-PRI LOS ANGELES,0
CP INF-PRI NUESTRA SEÑORA DE,0
CEPA ALMAJAN,0
IES DIEGO VELAZQUEZ,0
CP INF-PRI-SEC EL ENCINAR,0
EOEP ATEN-TEMPR EQUIPO ATENCION,0
CP INF-PRI JUAN FALCO,0
IES VALMAYOR,0
CP INF-PRI SANTIAGO APOSTOL,0
CEPA LA MESTA,0
IES LAS ENCINAS,0
CP INF-PRI-SEC MARIA MOLINER,0
CP INF-PRI-SEC PADRE GARRALDA,0
EOEP ATEN-TEMPR EQUIPO ATENCÍON,0
CP INF-PRI CARPE DIEM,0
CP INF-PRI RAYUELA,0
CP INF-PRI SAN LUCAS,0
IES SAPERE AUDE,0
CP INF-PRI C.R.A. SIERRA OESTE,0
CP INF-PRI EL ALAMO,0
IES EL ALAMO,0
EEI LOS PINGÜINOS,0
CP INF-PRI AGUSTIN DE ARGÜELLES,0
CP INF-PRI BELLAS VISTAS,0
CP INF-PRI BLAS DE OTERO,0
CP INF-PRI CARMEN CONDE,0
CP INF-PRI CHAVES NOGALES,0
CP INF-PRI CLARA CAMPOAMOR,0
CP INF-PRI CLAUDIO SANCHEZ ALBORNOZ,0
CP INF-PRI DANIEL MARTIN,0
CP INF-PRI FEDERICO GARCIA LORCA,0
CP INF-PRI FERNANDO DE LOS RIOS,0
CP INF-PRI FUENTE DEL PALOMAR,0
CP INF-PRI ISABEL LA CATOLICA,0
CP INF-PRI JESUS VARELA,0
CP INF-PRI JOAQUIN COSTA,0
CP INF-PRI LOS CASTILLOS,0
CP INF-PRI MIGUEL HERNANDEZ,0
CP INF-PRI PARQUE DE LISBOA,0
CP INF-PRI PARROCO D. VICTORIANO,0
CP INF-PRI SAN JOSE DE VALDERAS,0
CP INF-PRI SANTIAGO RAMON Y CAJAL,0
CP INF-PRI SANTO DOMINGO,0
CP INF-PRI VICENTE ALEIXANDRE,0
CP EE SEVERO OCHOA,0
CEPA ALFAR,0
A. HOSP. AULA HOSPITALARIA FUNDACION,0
IES EL PINAR,0
IES GALILEO GALILEI,0
IES ITACA,0
IES JORGE GUILLEN,0
IES JOSEFINA ALDECOA,0
IES LA ARBOLEDA,0
IES LOS CASTILLOS,0
IES LUIS BUÑUEL,0
IES PARQUE DE LISBOA,0
IES PRADO DE SANTO DOMINGO,0
CP INF-PRI-SEC MIGUEL DE CERVANTES,0
EOEP ATEN-TEMPR EQUIPO ATENCION,0
EOEP GENERAL EQUIPO GENERAL,0
CP INF-PRI NUESTRA SEÑORA DE FATIMA,0
EEI JARDINES DE ARANJUEZ,0
CP INF-PRI CARLOS III,0
CP INF-PRI SAN FERNANDO,0
CP INF-PRI SAN ISIDRO,0
CP INF-PRI SAN JOSE DE CALASANZ,0
CP INF-PRI SANTA TERESA DE JESUS,0
CP INF-PRI VICENTE ALEIXANDRE,0
CP EE PRINCIPE DE ASTURIAS,0
CEPA JOSE LUIS SAMPEDRO,0
CEPA.EP DULCE CHACON,0
IES ALPAJES,0
IES DOMENICO SCARLATTI,0
IES SANTIAGO RUSIÑOL,0
CP INF-PRI-SEC MAESTRO RODRIGO,0
EOEP ATEN-TEMPR EQUIPO ATENCION,0
EOEP GENERAL EQUIPO GENERAL,0
CP INF-PRI AVERROES,0
CP INF-PRI EL TORREON,0
CP INF-PRI FRANCISCO DE ORELLANA,0
CP INF-PRI LAS CASTAÑERAS,0
CP INF-PRI LEGAZPI,0
IES GABRIELA MISTRAL,0
IES GONZALO CHACON,0
CP INF-PRI MANUEL JOSE QUINTANA,0
CP INF-PRI AGORA,0
CP INF-PRI BATALLA DE BRUNETE,0
IES ALFONSO MORENO,0
CP INF-PRI-SEC EUGENIO MURO,0
CP INF-PRI TOME Y ORGAZ,0
CP INF-PRI-SEC SUAREZ SOMONTE,0
CP INF-PRI-SEC SANTO ANGEL DE LA,0
CP INF-PRI ANDRES SEGOVIA,0
CP INF-PRI ELOY SAAVEDRA,0
CP INF-PRI VENTURA RODRIGUEZ,0
CP INF-PRI VIRGEN DEL CONSUELO,0
IES FRANCISCO UMBRAL,0
IES JUAN CARLOS I,0
CP INF-PRI SAN VICENTE,0
CP INF-PRI FUENTES CLARAS,0
CP INF-PRI NUESTRA SEÑORA DE LA,0
IES SOR JUANA DE LA CRUZ,0
EEI EL LAGO,0
EEI VALLE DE ORDESA,0
CP INF-PRI ANDRES MANJON,0
CP INF-PRI ANTONIO MACHADO,0
CP INF-PRI ARCIPRESTE DE HITA,0
CP INF-PRI AULA 3,0
CP INF-PRI BENITO PEREZ GALDOS,0
CP INF-PRI CARLOS CANO,0
CP INF-PRI CERVANTES,0
CP INF-PRI CLARA CAMPOAMOR,0
CP INF-PRI DULCE CHACON,0
CP INF-PRI EL TRIGAL,0
CP INF-PRI ENRIQUE TIERNO GALVAN,0
CP INF-PRI FRANCISCO DE GOYA,0
CP INF-PRI FRANCISCO DE QUEVEDO,0
CP INF-PRI FREGACEDOS,0
CP INF-PRI GINER DE LOS RIOS,0
CP INF-PRI GREEN PEACE,0
CP INF-PRI JOHN LENNON,0
CP INF-PRI JUAN DE LA CIERVA,0
CP INF-PRI LA CAÑADA,0
CP INF-PRI LEON FELIPE,0
CP INF-PRI LOPE DE VEGA,0
CP INF-PRI LORANCA,0
CP INF-PRI MAESTRA TRINIDAD GARCIA,0
CP INF-PRI MANUEL DE FALLA,0
CP INF-PRI MANUELA MALASAÑA,0
CP INF-PRI MIGUEL HERNANDEZ,0
CP INF-PRI PABLO NERUDA,0
CP INF-PRI POETISA CELIA VIÑAS,0
CP INF-PRI RAYUELA,0
CP INF-PRI ROSALIA DE CASTRO,0
CP INF-PRI SAN ESTEBAN,0
CP INF-PRI SANTIAGO RAMON Y CAJAL,0
CP INF-PRI VICENTE BLASCO IBAÑEZ,0
CP INF-PRI VICTOR JARA,0
CP INF-PRI YVONNE BLAKE,0
CP EE JUAN XXIII,0
CP EE SOR JUANA INES DE LA CRUZ,0
CEPA PAULO FREIRE,0
UFIL MARGARITA SALAS,0
A. HOSP. AULA HOSPITALARIA DE,0
IES AFRICA,0
IES BARRIO LORANCA,0
IES CARPE DIEM,0
IES DIONISIO AGUADO,0
IES DOLORES IBARRURI,0
IES FEDERICA MONTSENY,0
IES GASPAR MELCHOR DE JOVELLANOS,0
IES JIMENA MENENDEZ PIDAL,0
IES JOAQUIN ARAUJO,0
IES JOSE LUIS LOPEZ ARANGUREN,0
IES JULIO CARO BAROJA,0
IES LA SERNA,0
IES SALVADOR ALLENDE,0
IES VICTORIA KENT,0
CP INF-PRI-SEC SALVADOR DALI,0
CP INF-PRI-SEC VELAZQUEZ,0
EOEP ATEN-TEMPR EQUIPO ATENCION,0
EOEP GENERAL EQUIPO GENERAL,0
EEI CASCANUECES,0
EEI LA LUNA,0
CP INF-PRI ANA MARIA MATUTE,0
CP INF-PRI CIUDAD DE GETAFE,0
CP INF-PRI CIUDAD DE MADRID,0
CP INF-PRI CONCEPCION ARENAL,0
CP INF-PRI DAOIZ Y VELARDE,0
CP INF-PRI DOCTOR SEVERO OCHOA,0
CP INF-PRI EL BERCIAL,0
CP INF-PRI EMPERADOR CARLOS V,0
CP INF-PRI ENRIQUE TIERNO GALVAN,0
CP INF-PRI FERNANDO DE LOS RIOS,0
CP INF-PRI FRANCISCO DE QUEVEDO,0
CP INF-PRI GABRIEL GARCIA MARQUEZ,0
CP INF-PRI GLORIA FUERTES,0
CP INF-PRI JORGE GUILLEN,0
CP INF-PRI JULIAN BESTEIRO,0
CP INF-PRI JULIO CORTAZAR,0
CP INF-PRI LA ALHONDIGA,0
CP INF-PRI MANUEL NUÑEZ DE ARENAS,0
CP INF-PRI MARIA BLANCHARD,0
CP INF-PRI MARIANA PINEDA,0
CP INF-PRI MIGUEL HERNANDEZ,0
CP INF-PRI ORTIZ ECHAGÜE,0
CP INF-PRI ROSALIA DE CASTRO,0
CP INF-PRI SAGRADO CORAZON,0
CP INF-PRI SAN JOSE DE CALASANZ,0
CP INF-PRI SANTA MARGARITA MARIA,0
CP INF-PRI SESEÑA Y BENAVENTE,0
CP INF-PRI VICENTE FERRER,0
CP EE SANTIAGO RAMON Y CAJAL,0
CEPA CASA DE LA CULTURA,0
A. HOSP. AULA HOSPITALARIA HOSP. UNIV.,0
IES ALARNES,0
IES ALTAIR,0
IES ANTONIO LOPEZ GARCÍA,0
IES ELISA SORIANO FISCHER,0
IES ICARO,0
IES IGNACIO ALDECOA,0
IES JOSÉ HIERRO,0
IES LA SENDA,0
IES LAGUNA DE JOATZEL,0
IES LEON FELIPE,0
IES MATEMATICO PUIG ADAM,0
IES MENENDEZ PELAYO,0
IES SATAFI,0
CP INF-PRI-SEC MIGUEL DE CERVANTES,0
EOEP ATEN-TEMPR EQUIPO ATENCION,0
EOEP GENERAL EQUIPO GENERAL GETAFE,0
CP INF-PRI GARCILASO DE LA VEGA,0
IES GRIÑON,0
CP INF-PRI CAMPOHERMOSO,0
CP INF-PRI HERMANOS TORA,0
CP INF-PRI PEDRO BRIMONIS,0
CP INF-PRI SANTO DOMINGO DE GUZMAN,0
CEPA MANCOMUNIDAD DEL SUROESTE,0
IES FERNANDO FERNAN GOMEZ,0
IES HUMANES,0
EEI EL CUCO,0
EEI LOPE DE VEGA,0
CP INF-PRI ABEN HAZAM,0
CP INF-PRI ANDRES SEGOVIA,0
CP INF-PRI ANGEL GONZALEZ,0
CP INF-PRI ANTONIO MACHADO,0
CP INF-PRI CALDERON DE LA BARCA,0
CP INF-PRI CARMEN CONDE,0
CP INF-PRI CONCEPCION ARENAL,0
CP INF-PRI CONSTITUCION DE 1812,0
CP INF-PRI FEDERICO GARCIA LORCA,0
CP INF-PRI FRANCISCO DE QUEVEDO,0
CP INF-PRI GABRIELA MORREALE,0
CP INF-PRI GERARDO DIEGO,0
CP INF-PRI GINER DE LOS RIOS,0
CP INF-PRI GONZALO DE BERCEO,0
CP INF-PRI JACINTO BENAVENTE,0
CP INF-PRI JOAN MIRO,0
CP INF-PRI JOSE MARIA DE PEREDA,0
CP INF-PRI JUAN DE AUSTRIA,0
CP INF-PRI LEON FELIPE,0
CP INF-PRI LEPANTO,0
CP INF-PRI LOPE DE VEGA,0
CP INF-PRI LUIS DE GONGORA,0
CP INF-PRI MANUEL VAZQUEZ MONTALBAN,0
CP INF-PRI MARQUES DE LEGANES,0
CP INF-PRI MIGUEL DE CERVANTES,0
CP INF-PRI MIGUEL DELIBES,0
CP INF-PRI MIGUEL HERNANDEZ,0
CP INF-PRI ORTEGA Y GASSET,0
CP INF-PRI PARDO BAZAN,0
CP INF-PRI PEREZ GALDOS,0
CP INF-PRI PIO BAROJA,0
CP INF-PRI TRABENCO,0
CP INF-PRI VICTOR PRADERA,0
CP EE ALFONSO X EL SABIO,0
CEPA ROSALIA DE CASTRO,0
UFIL PRIMERO DE MAYO,0
A. HOSP. AULA HOSPITALARIA SEVERO,0
IES ARQUITECTO PERIDIS,0
IES BUTARQUE,0
IES ENRIQUE TIERNO GALVAN,0
IES GABRIEL GARCIA MARQUEZ,0
IES ISAAC ALBENIZ,0
IES JOSE DE CHURRIGUERA,0
IES JULIO VERNE,0
IES LA FORTUNA,0
IES LUIS VIVES,0
IES MARIA ZAMBRANO,0
IES PABLO NERUDA,0
IES PEDRO DUQUE,0
IES RAFAEL FRÜHBECK DE BURGOS,0
IES SALVADOR DALI,0
IES SAN NICASIO,0
IES SIGLO XXI,0
EOEP ATEN-TEMPR EQUIPO ATENCION,0
EOEP GENERAL EQUIPO GENERAL LEGANES,0
CP INF-PRI SANTA TERESA,0
SIES SECCION DEL IES AFRICA EN,0
EEI COLORES,0
EEI EL JUGLAR,0
EEI EL PEQUEÑO SAUCE,0
CP INF-PRI ALFONSO R. CASTELAO,0
CP INF-PRI ALONSO CANO,0
CP INF-PRI ANDRES SEGOVIA,0
CP INF-PRI ANDRES TORREJON,0
CP INF-PRI ANTONIO HERNANDEZ,0
CP INF-PRI ANTUSANA,0
CP INF-PRI BEATO SIMON DE ROJAS,0
CP INF-PRI BENITO PEREZ GALDOS,0
CP INF-PRI BLAS DE OTERO,0
CP INF-PRI CELSO EMILIO FERREIRO,0
CP INF-PRI CIUDAD DE ROMA,0
CP INF-PRI FEDERICO GARCIA LORCA,0
CP INF-PRI GABRIEL CELAYA,0
CP INF-PRI JOAN MIRO,0
CP INF-PRI JORGE GUILLEN,0
CP INF-PRI JUAN OCAÑA,0
CP INF-PRI JUAN PEREZ VILLAAMIL,0
CP INF-PRI JULIAN BESTEIRO,0
CP INF-PRI LAS CUMBRES,0
CP INF-PRI LEON FELIPE,0
CP INF-PRI LEONARDO DA VINCI,0
CP INF-PRI LUIS ALVAREZ LENCERO,0
CP INF-PRI MARGARITA XIRGU,0
CP INF-PRI MARIA MONTESSORI,0
CP INF-PRI MARUJA MALLO,0
CP INF-PRI MIGUEL DELIBES,0
CP INF-PRI PABLO SARASATE,0
CP INF-PRI PABLO SOROZABAL,0
CP INF-PRI PIO BAROJA,0
CP INF-PRI PRINCIPE DE ASTURIAS,0
CP INF-PRI RAFAEL ALBERTI,0
CP INF-PRI RIO BIDASOA,0
CP INF-PRI ROSALIA DE CASTRO,0
CP INF-PRI SALZILLO-VALLE INCLAN,0
CP INF-PRI SEVERO OCHOA,0
CP INF-PRI VICENTE ALEIXANDRE,0
CP EE MIGUEL DE UNAMUNO,0
CEPA AGUSTINA DE ARAGON,0
UFIL PABLO NERUDA,0
A. HOSP. AULA HOSPITALARIA HOSP. GRAL.,0
IES ANTONIO DE NEBRIJA,0
IES ANTONIO GALA,0
IES BENJAMIN RUA,0
IES CLARA CAMPOAMOR,0
IES EUROPA,0
IES FELIPE TRIGO,0
IES GABRIEL CISNEROS,0
IES JUAN GRIS,0
IES LOS ROSALES,0
IES LUIS BUÑUEL,0
IES MANUEL DE FALLA,0
IES MANUELA MALASAÑA,0
IES MIGUEL DE CERVANTES,0
IES MIGUEL HERNÁNDEZ,0
IES RAYUELA,0
IES VELAZQUEZ,0
EOEP ATEN-TEMPR EQUIPO ATENCION,0
EOEP GENERAL EQUIPO GENERAL,0
CP INF-PRI CARLOS RUIZ,0
CP INF-PRI FELIPE IV,0
CP INF-PRI JOSE JALON,0
CEPA GLORIA FUERTES,0
CEPA.EP ALBORADA,0
IES CARMEN MARTIN GAITE,0
IES PROFESOR ANGEL YSERN,0
CP INF-PRI-SEC MARIA MARTIN,0
EOEP ATEN-TEMPR EQUIPO ATENCION,0
EOEP GENERAL EQUIPO GENERAL,0
CP INF-PRI-SEC ISABEL LA CATOLICA,0
CP INF-PRI ANTONIO MACHADO,0
CP INF-PRI BLAS DE LEZO,0
CP INF-PRI CIUDAD DE MERIDA,0
CP INF-PRI CIUDAD DE PARLA,0
CP INF-PRI CLARA CAMPOAMOR,0
CP INF-PRI GERARDO DIEGO,0
CP INF-PRI GINER DE LOS RIOS,0
CP INF-PRI JOSE HIERRO,0
CP INF-PRI JULIAN BESTEIRO,0
CP INF-PRI LA PALOMA,0
CP INF-PRI LOS LAGOS,0
CP INF-PRI LUIS VIVES,0
CP INF-PRI MADRE TERESA DE CALCUTA,0
CP INF-PRI MAGERIT,0
CP INF-PRI MARIA MOLINER,0
CP INF-PRI MIGUEL DELIBES,0
CP INF-PRI MIGUEL HERNANDEZ,0
CP INF-PRI PABLO PICASSO,0
CP INF-PRI ROSA LUXEMBURGO,0
CP INF-PRI ROSA MONTERO,0
CP INF-PRI SENECA,0
CP INF-PRI VIRGEN DEL CARMEN,0
CP EE MARIA MONTESSORI,0
CEPA RAMON Y CAJAL,0
UFIL SAN RAMON,0
IES EL OLIVO,0
IES ENRIQUE TIERNO GALVAN,0
IES HUMANEJOS,0
IES LA LAGUNA,0
IES LAS AMERICAS,0
IES MANUEL ELKIN PATARROYO,0
IES NARCIS MONTURIOL,0
IES NICOLAS COPERNICO,0
EOEP ATEN-TEMPR EQUIPO ATENCION,0
EOEP GENERAL EQUIPO GENERAL PARLA,0
CP INF-PRI RIO ALBERCHE,0
CP INF-PRI BUENOS AIRES,0
CP INF-PRI DOS DE MAYO,0
CP INF-PRI EL PRADO,0
CP INF-PRI EUROPA,0
CP INF-PRI ISABEL LA CATOLICA,0
CP INF-PRI LAS ARTES,0
CEPA MARIANO JOSE DE LARRA,0
